First Name,Last Name,Phone,Country,College,Enrollment Status,Counsellor,Fee Currency,Fee Amount,Fee Paid,Balance Due,Fee Payment Status,Student ID,Deadline Date
Ngozi,MOKOENA,+264797747949,Namibia,Lovely Professional University,Waitlisted,Akshay,USD,2500,0,,,EDO4536,24-03-2025
chidi,haile,237674474476,Cameroon,Amity University,Enrolled,Vivek,USD,3000,683,,,EDO5914,14-03-2026
zanele,bello,+264324626281,Namibia,Not Assigned,Deferred,Akshay,,"$2,000",254,,,EDO5583,18-11-2025
Amira,MUMBA,+237879921256,Cameroon,amity noida,Waitlisted,PRIYA,inr,75000,43534,,,EDO5878,14-11-2024
ZARA,NWOSU,+250783940789,Rwanda,UPES,On Hold,PRIYA,,"$1,000",108,,,EDO3719,04-05-2024
moses,Kebede,250701017076,Rwanda,Lovely Professional University,Applied,Manan,,USD 1500,705,,,EDO4158,11-04-2026
Nkechi,Njoroge,+251345155560,Ethiopia,LPU,Enrolled,priya,,3000 USD,3000,,,EDO8850,26-04-2024
halima,sithole,+263844768005,Zimbabwe,LPU,Active,manan,,INR 60000,0,,,EDO6302,09-01-2025
peace,Tadesse,+265 295 814 533,Malawi,LPU,Applied,Not Assigned,Rs,60000,33055,,,EDO2313,20-04-2025
Thabo,KAPINGA,250023897659,Rwanda,Chitkara University,Deferred,Akshay,INR,75000,0,,,EDO2300,20-04-2025
MWANGI,boateng,+264000132726,Namibia,Manipal University,Applied,MANAN,,USD 1500,0,,,EDO4088,13-07-2026
Ngozi,Boateng,+234478565735,Nigeria,lpu,Active,MANAN,$,75000,75000,,,EDO2928,26-08-2026
ABRAHAM,WANJIRU,+250408568809,Rwanda,Chitkara University,Deferred,Abdul,usd,750,415,,,EDO2840,04-06-2026
AMIRA,zulu,256126670475,Uganda,CHITKARA UNIVERSITY,Enrolled,Abdul,INR,60000,8517,,,EDO9777,19-07-2025
Emeka,OWUSU,+260966419283,Zambia,AMITY UNIVERSITY,Enrolled,Mayank,,"$2,500",301,,,EDO2732,09-Dec-2025
Adaeze,okafor,809474952,Ghana,upes,Deferred,Akshay,,75000 INR,75000,,,EDO7738,27-03-2024
Daniel,,+251902293551,Ethiopia,Lovely Professional University,Active,akshay,Rs,3000,828,,,EDO9662,29-04-2025
Solomon,BOATENG,234671531179,Nigeria,VIT University,Applied,Manan,usd,45000,12692,,,EDO3550,27-06-2026
Grace,Phiri,+265 394 497 663,Malawi,manipal university,Active,akshay,USD,2000,0,,,EDO7446,01-11-2026
femi,Tesfaye,+263067823726,Zimbabwe,SRM Chennai,In Progress,priya,,USD 2000,2000,,,EDO1624,14-02-2025
Omondi,,+251568889345,Ethiopia,bennett university,On Hold,Mayank,USD,2500,456,,,EDO7656,12-04-2025
ADE,Otieno,Not Found,Cameroon,SRM UNIVERSITY,Active,Akshay,USD,750,0,,,EDO8311,05-Sep-2024
ADAEZE,ADJEI,234428472187,Nigeria,sharda university,Active,Akshay,,Rs.60000,60000,,,EDO2919,24-10-2026
nia,KAMAU,251169340009,Ethiopia,Lovely Professional University,In Progress,Abdul,,INR 75000,75000,,,EDO9265,23-04-2024
Kariuki,OWINO,+256793382915,Uganda,amity noida,Dropped,abdul,,45000 INR,26192,,,EDO2119,07-Aug-2026
Ibrahim,Mwale,164660743,Rwanda,AMITY UNIVERSITY,Enrolled,VIVEK,USD,3000,861,,,EDO9485,30-01-2026
halima,barry,N/A,Kenya,Amity University,On Hold,Priya,USD,2000,427,,,EDO1057,03-02-2024
ngozi,Tesfaye,+264 434 195 129,Namibia,manipal university,Active,Akshay,INR,60000,0,,,EDO1704,02-08-2025
thabo,NWACHUKWU,+250911897601,Rwanda,Lovely Professional University,Enrolled,Abdul,INR,45000,45000,,,EDO5439,09-04-2026
EMMANUEL,MUTUA,256103370043,Uganda,AMITY UNIVERSITY,Waitlisted,Akshay,USD,3000,3000,,,EDO3353,08-Dec-2025
victor,Bello,902230887,Cameroon,UPES,Enrolled,VIVEK,,"$2,000",616,,,EDO7406,23-07-2026
nia,Toure,N/A,Cameroon,amity noida,Inactive,Manan,,Rs.60000,5167,,,EDO3929,24-08-2026
NGOZI,Owino,Not Found,Botswana,SRM Chennai,Pending,Mayank,USD,2000,2000,,,EDO4151,07-01-2025
Isaac,Gyasi,+251 958 877 499,Ethiopia,Lovely Professional University,Enrolled,Abdul,,USD 750,67,,,EDO7536,18-04-2026
Zara,wanjiru,N/A,Malawi,UPES,Active,Priya,,USD 2500,510,,,EDO8935,06-07-2024
Omondi,MOKOENA,+233493627017,Ghana,UPES,Applied,Priya,,$750,0,,,EDO4312,01-09-2025
Esther,Abebe,+254056204196,Kenya,Amity University,Enrolled,Not Found,$,2500,1068,,,EDO3680,12-12-2024
Daniel,NJOROGE,+251 867 466 915,Ethiopia,lovely professional university,Active,Priya,$,2500,2500,,,EDO3989,19-07-2024
KEMI,Wanjiru,+265899036058,Malawi,srm chennai,Dropped,Akshay,USD,2500,707,,,EDO5838,25-06-2024
Nomsa,achieng,+237 756 255 007,Cameroon,VIT University,Deferred,Vivek,,$750,750,,,EDO8014,05-Apr-2024
Emmanuel,khumalo,265417823971,Malawi,SRM University,On Hold,Manan,,USD 3000,1375,,,EDO7326,11-07-2024
Sade,Mthembu,+237175193002,Cameroon,lovely professional university,Waitlisted,Manan,USD,2500,0,,,EDO2058,06-Aug-2025
sipho,TESFAYE,Not Found,Cameroon,amity university,Enrolled,MANAN,USD,3000,3000,,,EDO1660,04-Aug-2025
Yusuf,Uche,256309352555,Uganda,Manipal University,Pending,Abdul,USD,2500,682,,,EDO8111,16-04-2024
RUTENDO,Appiah,+27745999788,South Africa,,Waitlisted,Priya,Rs,3000,2445,,,EDO6637,26-08-2024
Victor,Owino,255359944901,Tanzania,Sharda University,Pending,Priya,,USD 3000,893,,,EDO1257,30-06-2024
victor,Ndlovu,549348707,Zimbabwe,lpu,Enrolled,Mayank,,USD 1500,1500,,,EDO8068,18-06-2024
otieno,Mbewe,+250089398019,Rwanda,manipal university,Enrolled,Priya,,2500 USD,0,,,EDO1325,22-11-2024
Musa,bekele,N/A,Nigeria,LPU,Pending,abdul,,INR 75000,75000,,,EDO7538,01-01-2024
isaac,Nkosi,255387012976,Tanzania,Chitkara University,Enrolled,Vivek,,750 USD,0,,,EDO3593,05-02-2026
Emeka,,+264 244 039 262,Namibia,AMITY NOIDA,Enrolled,Priya,,"$3,000",0,,,EDO8928,13-09-2026
rutendo,Ndlovu,952138734,Rwanda,SRM Chennai,On Hold,Abdul,USD,3000,0,,,EDO2359,14-04-2026
Abraham,MVULA,255632796814,Tanzania,upes,Applied,Vivek,,INR 45000,8026,,,EDO4013,08-08-2025
ibrahim,OWUSU,N/A,Tanzania,Chitkara University,Inactive,Vivek,,750 USD,750,,,EDO7827,17-11-2026
TENDAI,,N/A,Zambia,SRM Chennai,Active,priya,,USD 1000,0,,,EDO6391,31-07-2024
ZARA,Adeyemi,+260242970821,Zambia,Lovely Professional University,On Hold,Mayank,,75000 INR,75000,,,EDO2678,20-05-2024
CHISOM,Phiri,+254079262534,Kenya,SRM University,Enrolled,akshay,,750 USD,750,,,EDO3852,13-01-2026
SOLOMON,KHUMALO,+27508675615,South Africa,Bennett University,Enrolled,VIVEK,usd,3000,0,,,EDO1523,11-12-2024
Wanjiru,FALL,+250622537087,Rwanda,SRM University,Active,Unknown,USD,1500,413,,,EDO7940,17-04-2025
olumide,UCHE,260230666214,Zambia,LPU,Enrolled,Vivek,USD,1000,431,,,EDO8601,20-10-2026
TENDAI,boateng,+264 826 544 024,Namibia,SRM University,Enrolled,Vivek,,Rs.75000,0,,,EDO8714,15-01-2025
Zanele,OKEKE,+264 594 439 898,Namibia,lovely professional university,Dropped,Vivek,,INR 60000,60000,,,EDO5491,09-10-2026
Thabo,Gyasi,+265194212782,Malawi,Amity Noida,Waitlisted,Unknown,,USD 2000,2000,,,EDO7677,06-09-2024
Wanjiru,Mthembu,+264571293845,Namibia,Not Assigned,Active,PRIYA,USD,1500,1500,,,EDO2018,09-08-2024
zanele,mabaso,263761379165,Zimbabwe,SRM CHENNAI,Waitlisted,AKSHAY,,2000 USD,1194,,,EDO4527,23-05-2026
TUNDE,Omondi,+255299165318,Tanzania,VIT University,Enrolled,ABDUL,,USD 2500,0,,,EDO9177,02-10-2024
femi,tadesse,257216766,Malawi,LOVELY PROFESSIONAL UNIVERSITY,Pending,Unknown,,$750,258,,,EDO2458,26-11-2026
Njoroge,Dlamini,267936313916,Botswana,SRM Chennai,Deferred,akshay,USD,750,750,,,EDO4080,04-09-2026
Halima,BALDE,+265 975 121 039,Malawi,UPES,Pending,Abdul,USD,2000,2000,,,EDO6817,25-09-2025
tunde,Diallo,+267130317884,Botswana,chitkara university,Dropped,Akshay,USD,1000,0,,,EDO6762,04-03-2026
Esther,nkosi,+237 726 305 087,Cameroon,bennett university,Pending,Mayank,,INR 75000,55247,,,EDO8173,21-09-2025
EBUKA,Bekele,+254646914740,Kenya,LOVELY PROFESSIONAL UNIVERSITY,In Progress,Not Found,,INR 75000,75000,,,EDO4531,09-11-2024
OTIENO,MBEWE,237843286192,Cameroon,VIT UNIVERSITY,Deferred,Abdul,,Rs.75000,45655,,,EDO2187,04-Jul-2024
abraham,Camara,+260 600 311 452,Zambia,Chitkara University,Active,AKSHAY,,Rs.60000,60000,,,EDO5457,04-Apr-2026
Aminata,Khumalo,+265347849645,Malawi,Lovely Professional University,Applied,Priya,USD,750,750,,,EDO4527,17-08-2024
BINTA,mokoena,865769327,Rwanda,LOVELY PROFESSIONAL UNIVERSITY,On Hold,Priya,INR,75000,0,,,EDO4268,22-05-2025
Mutua,,255005661846,Tanzania,sharda university,Enrolled,Akshay,,1500 USD,1500,,,EDO3824,29-11-2025
adaeze,,+234 952 020 743,Nigeria,,Pending,ABDUL,,USD 1500,22,,,EDO1238,13-04-2024
Faith,TESFAYE,256259516624,Uganda,lovely professional university,Waitlisted,Akshay,USD,1500,166,,,EDO7358,24-08-2026
emmanuel,Mbewe,251928492426,Ethiopia,LPU,Inactive,Vivek,USD,60000,60000,,,EDO7174,16-12-2026
MWANGI,Bekele,250221830868,Rwanda,Amity University,Pending,Manan,,3000 USD,280,,,EDO3028,30-09-2025
ibrahim,dike,N/A,Cameroon,LPU,Inactive,Vivek,,1500 USD,0,,,EDO9218,10-Feb-2026
halima,Alemu,+264 144 069 705,Namibia,,In Progress,Abdul,usd,45000,9857,,,EDO7596,03-01-2025
MWANGI,Sithole,237951277,Tanzania,MANIPAL UNIVERSITY,On Hold,Mayank,,2000 USD,2000,,,EDO6181,22-02-2025
Halima,mokoena,264459133445,Namibia,LPU,Enrolled,Vivek,,Rs.45000,4596,,,EDO2184,19-05-2026
isaac,boateng,Not Found,Uganda,Lovely Professional University,Applied,ABDUL,$,750,80,,,EDO2034,09-Jan-2025
LINET,banda,+251321179861,Ethiopia,Amity Noida,In Progress,Vivek,USD,2500,0,,,EDO8312,01-02-2025
Binta,diop,+265174410132,Malawi,SRM CHENNAI,Pending,Manan,,"$2,000",2000,,,EDO9571,27-02-2025
Abena,Owino,+264504250220,Namibia,AMITY NOIDA,Pending,Vivek,,"$2,000",2000,,,EDO7829,02-03-2026
Njoroge,Bello,46193364,Tanzania,Chitkara University,Enrolled,Abdul,,750 USD,57,,,EDO1978,18-08-2025
Victor,zungu,N/A,South Africa,SRM Chennai,In Progress,Priya,,USD 750,0,,,EDO6986,11-05-2024
Tendai,CAMARA,67051680,Ethiopia,Lovely Professional University,Deferred,mayank,,USD 750,750,,,EDO5076,28-08-2026
otieno,Kamau,Not Found,Botswana,sharda university,Active,PRIYA,$,3000,3000,,,EDO9552,19-02-2026
HALIMA,Barry,N/A,Namibia,Not Assigned,Enrolled,MAYANK,USD,1500,1500,,,EDO3059,21-03-2025
Kariuki,Fall,+264174638646,Namibia,,Pending,ABDUL,,INR 45000,2787,,,EDO7289,15-04-2025
LINET,OMONDI,260328085227,Zambia,Not Assigned,Pending,MANAN,,INR 75000,75000,,,EDO9747,20-01-2026
KEMI,phiri,295860140,Tanzania,VIT University,Applied,Akshay,,2000 USD,2000,,,EDO2116,21-10-2025
Daniel,,251094582306,Ethiopia,MANIPAL UNIVERSITY,Deferred,Unknown,,"$1,500",331,,,EDO8178,30-03-2026
Ruth,Zulu,256290461508,Uganda,UPES,Pending,Unknown,,Rs.45000,0,,,EDO8856,26-02-2024
Joy,Asante,255995151326,Tanzania,,In Progress,Unknown,USD,1500,1500,,,EDO8757,24-08-2025
OMAR,OWUSU,+27395820526,South Africa,UPES,Active,mayank,,1500 USD,1500,,,EDO1779,11-10-2024
ruth,Otieno,254327960066,Kenya,amity noida,Waitlisted,Priya,USD,2000,847,,,EDO4200,12-06-2025
zara,tadesse,+256 752 657 566,Uganda,LPU,Pending,Akshay,$,75000,18174,,,EDO8596,28-04-2025
Sade,,256998765674,Uganda,amity noida,Enrolled,Not Found,,1000 USD,0,,,EDO7176,20-11-2025
Nia,kapinga,+251192564716,Ethiopia,SRM University,Active,PRIYA,,USD 3000,1332,,,EDO3503,21-07-2024
femi,PHIRI,908069079,Tanzania,VIT University,Deferred,Mayank,USD,3000,2019,,,EDO2272,18-05-2026
halima,boateng,489363227,Rwanda,lovely professional university,Active,Not Assigned,,INR 75000,0,,,EDO2515,14-04-2025
adaeze,NDLOVU,234217107737,Nigeria,Bennett University,On Hold,Not Assigned,,"$2,500",137,,,EDO1064,13-05-2026
hassan,Appiah,Not Found,Zimbabwe,chitkara university,Enrolled,Akshay,,1500 USD,1500,,,EDO8071,05-03-2024
Victor,Nkosi,27452929,Rwanda,Lovely Professional University,Applied,Akshay,,"$1,000",238,,,EDO9540,19-04-2026
RUTH,tembo,+267 603 821 805,Botswana,Sharda University,Applied,Unknown,INR,45000,0,,,EDO8389,10-02-2024
olumide,Bello,182718417,Zambia,VIT UNIVERSITY,Applied,Akshay,USD,2000,529,,,EDO8804,27-06-2024
ZANELE,CAMARA,250721042728,Rwanda,Manipal University,Pending,VIVEK,,Rs.45000,10033,,,EDO4761,13-07-2026
Halima,CELE,360892343,Rwanda,bennett university,Active,akshay,,INR 45000,7342,,,EDO1051,07-05-2026
hassan,fall,260723275376,Zambia,upes,In Progress,Abdul,USD,3000,3000,,,EDO4940,04-May-2024
ade,NKOSI,698849604,Zimbabwe,srm university,Enrolled,Vivek,,USD 3000,0,,,EDO9240,25-07-2025
CHISOM,MUMBA,N/A,Ethiopia,bennett university,Active,PRIYA,USD,2500,2500,,,EDO2003,02-10-2026
Adaeze,mensah,+27990133246,South Africa,SRM Chennai,Applied,Unknown,USD,2500,0,,,EDO4714,10-10-2024
Tunde,Boateng,+255106528162,Tanzania,VIT University,Deferred,Abdul,USD,1000,431,,,EDO7109,26-07-2024
ABRAHAM,BELLO,Not Found,Rwanda,SRM Chennai,Enrolled,MANAN,USD,1000,156,,,EDO6095,01-10-2026
MUSA,Obi,N/A,Tanzania,UPES,Enrolled,Vivek,,USD 3000,2044,,,EDO6481,22-06-2026
YUSUF,KAMAU,234398449286,Nigeria,LPU,On Hold,ABDUL,inr,3000,3000,,,EDO3728,08-09-2025
aminata,adjei,+233019200111,Ghana,VIT University,Active,Mayank,,INR 45000,45000,,,EDO3581,26-01-2024
Peace,,N/A,Botswana,BENNETT UNIVERSITY,Enrolled,Unknown,USD,1000,811,,,EDO7858,05-04-2024
Binta,Ndlovu,+265 624 062 221,Malawi,Lovely Professional University,Active,ABDUL,inr,3000,3000,,,EDO5176,15-01-2026
Kemi,DLAMINI,+256490771500,Uganda,Amity Noida,Inactive,Not Assigned,,"$1,500",0,,,EDO8209,25-10-2025
Isaac,ACHIENG,540390245,Nigeria,Bennett University,Active,Mayank,USD,750,572,,,EDO7543,24-02-2025
Aminata,gyasi,N/A,Ghana,LOVELY PROFESSIONAL UNIVERSITY,Enrolled,Vivek,,INR 75000,6670,,,EDO7445,30-08-2025
NKECHI,PHIRI,264134968177,Namibia,Bennett University,Enrolled,mayank,USD,1500,1500,,,EDO4845,12-11-2026
ngozi,Phiri,+233743422686,Ghana,upes,Inactive,Not Assigned,,$750,0,,,EDO7221,09-01-2025
AMINATA,ndiaye,256605312846,Uganda,Manipal University,Active,Abdul,,2000 USD,639,,,EDO1411,06-Feb-2025
Tunde,,+255641067929,Tanzania,SRM UNIVERSITY,Inactive,Vivek,USD,2000,712,,,EDO7966,22-11-2025
EMMANUEL,mensah,Not Found,Nigeria,SRM UNIVERSITY,Pending,Akshay,USD,1000,0,,,EDO7957,07-02-2026
OTIENO,Banda,27475193355,South Africa,Lovely Professional University,Pending,Priya,,Rs.45000,0,,,EDO8403,26-07-2026
Binta,Bello,+254110577390,Kenya,lovely professional university,On Hold,Unknown,,USD 1000,257,,,EDO2157,04-06-2024
blessing,Asante,Not Found,Kenya,srm university,Active,Mayank,INR,45000,14012,,,EDO4853,15-12-2025
Linet,Achieng,N/A,Ethiopia,UPES,Active,Akshay,,USD 1000,265,,,EDO1583,03-11-2026
Victor,Boateng,+237 973 960 963,Cameroon,Sharda University,Active,Unknown,USD,3000,416,,,EDO5765,12-Oct-2024
ibrahim,Bello,+27 376 763 715,South Africa,chitkara university,Dropped,Mayank,,INR 45000,45000,,,EDO3085,02-09-2024
ade,diop,933714004,Namibia,sharda university,Deferred,Abdul,usd,1000,0,,,EDO1865,18-05-2025
Linet,TESFAYE,+267923158486,Botswana,Manipal University,Enrolled,MANAN,,Rs.60000,2977,,,EDO2881,27-01-2026
HOPE,NDLOVU,263901821468,Zimbabwe,Amity Noida,Active,akshay,,Rs.75000,0,,,EDO2988,30-04-2024
Emmanuel,EZE,415139042,Malawi,VIT UNIVERSITY,On Hold,priya,USD,1500,0,,,EDO8018,18-09-2025
